english,banjara,pos,ipa,telugu,hindi,source
కట్టుకోవడం,pyar,v.,/pyār/,ప్యార్,प्यार,Banjara_telugu.docx
కట్టుబడు,vatema rer,v.,/vātēmā rēr/,వాతేమా రేర్,वातेमा रेर,Banjara_telugu.docx
కట్టుబాటు,katbhand,n.,/kaṭbhand/,కట్భంద్,कटभन्द,Banjara_telugu.docx
కట్టేవాడు,bhandevalo,n.,/bhāndēvāḷō/,భాందేవాళో,भान्देवाळो,Banjara_telugu.docx
కట్ల పాము,bandevalo sap,n.,/bandevāḷō sāp/,బందెవాళో సాప్,बन्देवाळो साप,Banjara_telugu.docx
కడకు,kosan,adv.,/kosān/,కొసాన్,कोसान,Banjara_telugu.docx
కడగడం,safkirer,v.,/sāfkirēr/,సాఫ్కిరేర్,साफकिरेर,Banjara_telugu.docx
కడిగివేయడం,dhonaker,v.,/dhonākēr/,ధొనాకేర్,धोनाकेर,Banjara_telugu.docx
కడియం,kolda,n.,/kolḍā/,కొల్డా,कोल्डा,Banjara_telugu.docx
కడుగు,dho,v.,/dhō/,ధో,धो,Banjara_telugu.docx
కన్నం,vej / dalda,n.,/vēj/ /dalḍā/,వేజ్ / దల్డా,वेज / दल्डा,Banjara_telugu.docx
కన్నాలు చేసే పరికరం,barma,n.,/barma/,బర్మ,बर्मा,Banjara_telugu.docx
కవచం,umparer,n.,/umparēr/,ఉంపరేర్,उम्परेर,Banjara_telugu.docx
కవర్,jab,n.,/jāb/,జాబ్,जाब,Banjara_telugu.docx
కష్టం,vela,n.,/vēla/,వేల,वेला,Banjara_telugu.docx
కసాయివాడు,khatik,n.,/khaṭik/,ఖటిక్,खटिक,Banjara_telugu.docx
కసిరించుకోవడం,hadkar,n.,/haḍkār/,హడ్కార్,हडकार,Banjara_telugu.docx
కాంతి,jot,n.,/jōt/,జోత్,जोत,Banjara_telugu.docx
కాకపోతే,nikan,adv.,/nikāṇ/,నికాణ్,निकान,Banjara_telugu.docx
కాకర కాయ,karela,n.,/karēlā/,కరేలా,करेला,Banjara_telugu.docx
కాకర తీగ,karlar vel,n.,/karlār vēl/,కర్లార్ వేల్,कर्लार वेल,Banjara_telugu.docx
కాకి,kakla,n.,/kākla/,కాక్ల,काक्ला,Banjara_telugu.docx
కాగడా,kola,n.,/kōla/,కోల,कोला,Banjara_telugu.docx
కాగితం,chiluku,n.,/ciluku/,చిలుకు,चिलुकु,Banjara_telugu.docx
కాడి,kanni,n.,/kānni/,కాన్ని,कान्नि,Banjara_telugu.docx
కాదు,koni / veni,adv.,/kōni/ /vēni/,కోని / వేని,कोनि / वेनि,Banjara_telugu.docx
కాని,napan,conj.,/napaṇ/,నపణ్,नपण,Banjara_telugu.docx
కానీ,lapan,conj.,/lapaṇ/,లపణ్,लपण,Banjara_telugu.docx
కానుక,kankya,n.,/kānkya/,కాన్క్య,कान्क्या,Banjara_telugu.docx
కాపలా,kavli,n.,/kāvli/,కావ్లి,कावलि,Banjara_telugu.docx
కాపురస్థుడు,gharevalo / nivasi,n.,/gharēvāḷō/ /nivāsi/,ఘరేవాళో / నివాసి,घरेवाळो / निवासि,Banjara_telugu.docx
కాబట్టి (కావున),jana,conj.,/janā/,జనా,जना,Banjara_telugu.docx
కామెర్లు,piliya,n.,/piḷiya/,పిళియ,पिळिया,Banjara_telugu.docx
కారణం,saval puncher,n.,/savāl pūñcēr/,సవాల్ పూంచేర్,सवाल पून्चेर,Banjara_telugu.docx
కారి పోయింది,raddo,v.,/raddō/,రద్దో,रद्दो,Banjara_telugu.docx
కారుట,chuva,v.,/cuvã/,చువఁ,चुवं,Banjara_telugu.docx
కార్ఖానా,karkhana,n.,/kārkhānā/,కార్ఖానా,कार्खाना,Banjara_telugu.docx
కార్యాలయం,daftar,n.,/daftar/,దఫ్తర్,दफ्तर,Banjara_telugu.docx
కాలం,samiyam,n.,/samiyāṃ/,సమియాఁ,समियां,Banjara_telugu.docx
కాలిపోవడం,balo,n.,/baḷō/,బళో,बळो,Banjara_telugu.docx
కాలు,tang,n.,/ṭāṅg/,టాంగ్,टांग,Banjara_telugu.docx
కాలువ,kalva,n.,/kālvā/,కాల్వా,काल्वा,Banjara_telugu.docx
కాలేదు,huyikoni,v.,/huyikōni/,హుయికొని,हुयिकोनि,Banjara_telugu.docx
కాలేయం,kolo,n.,/koḷō/,కొళో,कोळो,Banjara_telugu.docx
కాల్చటానికి,balenam,v.,/bāḷēnã/,బాళేనఁ,बाळेनं,Banjara_telugu.docx
కాల్చు,bal / bhunj,v.,/bāḷ/ /bhūñj/,బాళ్ / భూంజ్,बाळ / भून्ज,Banjara_telugu.docx
కావచ్చు,vachakayiko / vevasu,v.,/vacakāyikō/ /vēvāsu/,వచకాయికో / వేవాసు,वचकायिको / वेवासु,Banjara_telugu.docx
కాస్త,dassek,adj.,/dassēk/,దస్సేక్,दस्सेक,Banjara_telugu.docx
కిరణాలు,jhunch,n.,/jhūñc/,ఝూంచ్,झून्च,Banjara_telugu.docx
కిరోసిన్,gastel,n.,/gāstēl/,గాస్తేల్,गास्तेल,Banjara_telugu.docx
కీటకం,koshari,n.,/kośāri/,కొశారి,कोशारि,Banjara_telugu.docx
కీలక నాయకుడు,motonayak,n.,/mōṭonāyak/,మోటొనాయక్,मोटोनोयक,Banjara_telugu.docx
కూలింది,nausan,v.,/nausan/,నౌసన్,नौसन,Banjara_telugu.docx
కూలీ,kulgo,n.,/kūlgō/,కూల్గో,कूल्गो,Banjara_telugu.docx
కుంచించుకు పోయిన,khinchago,adj.,/khiñcāgō/,ఖించాగొ,खिन्चागो,Banjara_telugu.docx
కుంటివాడు,tunto,n.,/ṭūṇṭō/,టూంటో,टून्टो,Banjara_telugu.docx
కుంటు,khoda,v.,/khoḍā/,ఖొడా,खोडा,Banjara_telugu.docx
కుండ,matla / handi,n.,/māṭlā/ /hāṇḍi/,మాట్లా / హాండి,माट्ला / हान्डि,Banjara_telugu.docx
కేటాయించు,thamer,v.,/thāmēr/,థామేర్,थामेर,Banjara_telugu.docx
కుండ పోత వర్షం,pakkopani,n.,/pakkōpāṇi/,పక్కొపాణి,पक्कोपाणि,Banjara_telugu.docx
కేవలం,ekkaj,adv.,/ekkaj/,ఎక్కజ్,एक्कज,Banjara_telugu.docx
కుందేలు,sasya,n.,/sasyā/,సస్యా,सस्या,Banjara_telugu.docx
కొంచెం,dassek,adj.,/dassēk/,దస్సేక్,दस्सेक,Banjara_telugu.docx
కుక్క,kotra,n.,/kotrā/,కొత్రా,कोट्रा,Banjara_telugu.docx
కొంచెంసేపు,dassek / jarrak vala,adv.,/dassēk/ /jarrāk vaḷā/,దస్సేక్ / జర్రాక్ వళా,दस्सेक / जर्राक वळा,Banjara_telugu.docx
కుటుంబం,katmala,n.,/kaṭmāḷā/,కట్మాళా,कटमाळा,Banjara_telugu.docx
కొండ గొర్రె,jangaler gorli,n.,/jaṅgalēr gōrli/,జంగలేర్ గోర్లి,जंगलेर गोर्లి,Banjara_telugu.docx
కుట్టు,sid / gant,v.,/sīḍ/ /gāṇṭ/,సీడ్ / గాంట్,सीड / गाण्ट,Banjara_telugu.docx
కొండ చిలువ,pal,n.,/paḷ/,పళ్,पळ,Banjara_telugu.docx
కుట్ర,kapat,n.,/kapaṭ/,కపట్,कपट,Banjara_telugu.docx
కొండ నాలుక,kag,n.,/kāg/,కాగ్,కాగ,Banjara_telugu.docx
కుడి,jamano,adj.,/jamaṇō/,జమణో,जमणो,Banjara_telugu.docx
కొండముచ్చు,hanut,n.,/haṇut/,హణుత్,हणुत,Banjara_telugu.docx
కుడివైపు ఉన్న,jamtevadi cham,adj.,/jamṭēvaḍi chã/,జమ్టేవడి ఛం,जमटेवडि छं,Banjara_telugu.docx
కొండి,vanko,n.,/vāṅkō/,వాంకొ,వాन्కో,Banjara_telugu.docx
కుదుపు,hala,n.,/halā/,హలా,हला,Banjara_telugu.docx
కొండ,gatla,n.,/gaṭlā/,గట్లా,गट्ला,Banjara_telugu.docx
కుదుర్చు,khela,v.,/kheḷā/,ఖెళా,खेळा,Banjara_telugu.docx
కుప్ప,rasi,n.,/rāsi/,రాసి,రాసి,Banjara_telugu.docx
కొట్టం,gumsi,n.,/gumsi/,గుమ్సి,गुम्सि,Banjara_telugu.docx
కొట్టడం,marer,n.,/mārēr/,మారేర్,మారేర్,Banjara_telugu.docx
కుమ్మరించడం,redero,n.,/rēḍērō/,రేడేరొ,रेडेरो,Banjara_telugu.docx
కొట్టివెయ్యి,khulanak,v.,/khulānāk/,ఖులానాక్,खुलानाक,Banjara_telugu.docx
కుమ్మరించు,unda / thala,v.,/undā/ /ṭhalā/,ఉందా / ఠలా,उन्दा / ठला,Banjara_telugu.docx
కొట్టు,laga,v.,/lagā/,లగా,लगा,Banjara_telugu.docx
కుమ్మరివాడు,kamar,n.,/kamār/,కమార్,కమార్,Banjara_telugu.docx
కొట్టుకు పోవడం,vyage,n.,/vyāgē/,వ్యాగే,व्यागे,Banjara_telugu.docx
కురుచ,pogga,adj.,/pōggā/,పోగ్గా,पोग्गा,Banjara_telugu.docx
కొట్టుకుపోయింది,kutlego,v.,/kūṭlēgō/,కూట్లేగొ,कूटलेगो,Banjara_telugu.docx
కురుపు,phoda,n.,/fōḍā/,ఫోడా,ఫోడా,Banjara_telugu.docx
కొట్టుకో,marlo,v.,/mārlō/,మార్లో,మార్లో,Banjara_telugu.docx
కుర్చీ,kurci,n.,/kurci/,కుర్చి,కుర్చి,Banjara_telugu.docx
కొడవలి,darli,n.,/dārli/,దార్లి,దార్లి,Banjara_telugu.docx
కులము,jat,n.,/jāt/,జాత్,जाత్,Banjara_telugu.docx
కొడుకు,beta,n.,/bēṭā/,బేటా,బేటా,Banjara_telugu.docx
కుళాయి,nalo,n.,/nālō/,నాలొ,నాలో,Banjara_telugu.docx
కొత్త,navvo,adj.,/navvō/,నవ్వొ,నవ్వో,Banjara_telugu.docx
కుళ్లిపోయిన,gargi / sad,adj.,/gargi/ /saḍ/,గర్గి / సడ్,గర్గి / సడ్,Banjara_telugu.docx
కొత్తగా,navvo,adv.,/navvō/,నవ్వొ,నవ్వో,Banjara_telugu.docx
కుళ్ళిన,gargi,adj.,/gargi/,గర్గి,గర్గి,Banjara_telugu.docx
కొత్తదైన,navvo,adj.,/navvō/,నవ్వొ,నవ్వో,Banjara_telugu.docx
కుష్టు రోగం,kushti,n.,/kuṣṭi/,కుష్టి,కుష్టి,Banjara_telugu.docx
కొత్తిమీర ఆకులు,dhaniyar pan,n.,/dhaṇīyār pān/,ధణీయార్ పాన్,ధణీయార్ పాన్,Banjara_telugu.docx
కుహరం,khobo,n.,/khōbō/,ఖోబొ,ఖోబో,Banjara_telugu.docx
కూటమి,malav,n.,/maḷāv/,మళావ్,మళావ్,Banjara_telugu.docx
కొద్ది,dassek,adj.,/dassēk/,దస్సేక్,దస్సేక్,Banjara_telugu.docx
కూడ బెట్టడం,dhanyikar,n.,/ḍhãnyikar/,ఢఁయికర్,ఢఁయికర్,Banjara_telugu.docx
ఖండం,khand,n.,/khaṇḍ/,ఖండ్,खन्ड,Banjara_telugu.docx
గది,kamara / arra,n.,/kamarā/ /arrā/,కమరా / అర్రా,कमरा / अर्रा,Banjara_telugu.docx
చంక,kanko,n.,/kāṅkō/,కాంకో,कान्को,Banjara_telugu.docx
చందమామ,cand,n.,/cānd/,చాంద్,चान्द,Banjara_telugu.docx
చంద్రుడు,cand,n.,/cānd/,చాంద్,चान्द,Banjara_telugu.docx
చాకలి,dhobi,n.,/dhōbi/,ధోబి,धोबि,Banjara_telugu.docx
చాటించు,kera,v.,/kērā/,కెరా,केరా,Banjara_telugu.docx
చంపడం,marnaker,n.,/mārnākēr/,మార్నాకేర్,मार्नाकेर,Banjara_telugu.docx
చంపిన వాడు,khunikhor,n.,/khūnikhōr/,ఖూనిఖోర్,खूनिखोर,Banjara_telugu.docx
చక్కగా,sudo / kub ac,adv.,/sūdō/ /kūb āc/,సూదో / కూబ్ ఆచ్,सूदो / कूब आच,Banjara_telugu.docx
చక్కర రావడం,gheri ayer,n.,/ghēri āyēr/,ఘేరి ఆయెర్,घेरि आयेर,Banjara_telugu.docx
చక్రం,girra,n.,/girra/,గిర్ర,गिर्र,Banjara_telugu.docx
చాప,sadri,n.,/sādri/,సాద్రి,साद्रि,Banjara_telugu.docx
చామనిచాయ రంగ్,bhinorang,n.,/bhīnōraṅg/,భీనొరంగ్,भीनोरंग,Banjara_telugu.docx
చారు,phalu,n.,/faḷu/,ఫళు,फळु,Banjara_telugu.docx
చాలా,ras / asman / katrayiko / jappa,adj.,/rās/ /asmān/ /katrāyikō/ /jāppā/,రాస్ / అస్మాన్ / కత్రాయికో / జాప్పా,रास / अस्मान / कत्रायिको / जाप्पा,Banjara_telugu.docx
చాలా మంచిగా,khub ac,adv.,/khūb āc/,ఖూబ్ ఆచ్,खूब आच,Banjara_telugu.docx
చాలా మట్టుకు,nayi,adv.,/nāyi/,నయి,नयि,Banjara_telugu.docx
చాలా వరకు,jappa,adv.,/jāppā/,జాప్పా,जाप्पा,Banjara_telugu.docx
చాలినంత,purvajatra,adj.,/pūrvajatrā/,పూర్వజత్రా,पूर्वजत्रा,Banjara_telugu.docx
చావు,margo,n.,/margō/,మర్గో,मर्गो,Banjara_telugu.docx
చావు లేనిది,mvat chenijako,adj.,/mvāt chēnijakō/,మ్వాత్ ఛేనిజకొ,म्वात छेनिजको,Banjara_telugu.docx
చప్పుడు,vaja,n.,/vājā/,వాజా,वाजा,Banjara_telugu.docx
చప్పుడు లేకుండా,gacchap,adv.,/gaccap/,గచ్చప్,गच्चप,Banjara_telugu.docx
చప్పుడు లేని,chup,adj.,/cup/,చుప్,चुप,Banjara_telugu.docx
చమత్కారం,tvalimarer,n.,/ṭvāḷimārēr/,ట్వాళిమారేర్,टवाळिमारेर,Banjara_telugu.docx
చమురు,tel,n.,/tēl/,తేల్,तेल,Banjara_telugu.docx
చర్మం,khalo / khaldi,n.,/khāḷō/ /khaldi/,ఖాళో / ఖాల్డి,खाळो / खाल्डि,Banjara_telugu.docx
చలనం,sarkero,n.,/sarkērō/,సర్కేరో,सर्केरो,Banjara_telugu.docx
చలాకీ యైన,chapkesi,adj.,/chãpkēsi/,ఛఁప్కేసి,छंपकेसि,Banjara_telugu.docx
చలి,si / shil,n.,/sī/ /śiḷ/,సీ / శిళ్,सी / शिळ,Banjara_telugu.docx
చలి కాలం,shiyalo,n.,/śiyāḷō/,శియాళో,शियाळो,Banjara_telugu.docx
చలి కోటు,garam kot,n.,/garam kōṭ/,గరమ్ కోట్,गरम कोट,Banjara_telugu.docx
చలువ,salva,n.,/salvā/,సల్వా,सल्वा,Banjara_telugu.docx
చల్ల బర్చు,shilokar,v.,/śiḷōkar/,శిళోకర్,शिळोकर,Banjara_telugu.docx
చల్లడం,chanak,v.,/chaṇak/,ఛణక్,छणक,Banjara_telugu.docx
చల్లని,silo,adj.,/sīḷō/,సీళో,सीळो,Banjara_telugu.docx
చల్లబడేటట్టు చెయ్యి,shilovego,v.,/śiḷōvēgō/,షిళొవెగో,षिलोवेगो,Banjara_telugu.docx
చల్లార్చు,ola,v.,/ōlā/,ఒలా,ओला,Banjara_telugu.docx
చల్లార్పు,valadam,n.,/valādaṃ/,వలాదం,वलादं,Banjara_telugu.docx
చల్లు,chanak,v.,/chaṇak/,ఛణక్,छणक,Banjara_telugu.docx
చదును,sabet / sapkar,n.,/sabēt/ /sāpkar/,సబేత్ / సాప్కర్,सबेत / साप्कर,Banjara_telugu.docx
చదువు,sadu / padayi,v.,/sadu/ /paḍāyi/,సదు / పడాయి,सदु / पडायि,Banjara_telugu.docx
చనిపోయిన,muyo,adj.,/mūyō/,మూయో,मूयो,Banjara_telugu.docx
చన్ను,bacchir,n.,/baccir/,బచ్చిర్,बच्चिर,Banjara_telugu.docx
చవుడు భూములు,chapti jammi,n.,/capṭi jammi/,చప్టి జమ్మి,चप्टि जम्मि,Banjara_telugu.docx
చిత్తం,sor,n.,/sōr/,సొర్,सोर,Banjara_telugu.docx
చిత్తడినేల,kichaldi jag,n.,/kicalḍi jāg/,కిచల్డి జాగ్,किचल्डि जाग,Banjara_telugu.docx
చాతకాని,vangeni,adj.,/vaṅgēni/,వంగెని,वंगेनि,Banjara_telugu.docx
చిత్ర విచిత్రం,tire tirer,adj.,/tirē tirēr/,తిరె తిరేర్,तिरे तिरेर,Banjara_telugu.docx
చిత్రం,bomma,n.,/bomma/,బొమ్మ,बोम्मा,Banjara_telugu.docx
చిత్రకారుడు,chitrakar,n.,/citrakār/,చిత్రకార్,चित्रकार,Banjara_telugu.docx
చిత్రహింస,vela / bhaveti / gosapado,n.,/vēla/ /bhāvēṭi/ /gōsapāḍō/,వేల / భావేటి / గొసపాడొ,वेला / भावेटि / गोसपाडो,Banjara_telugu.docx
